acorn	Dreaming of acorns means that you will be meeting with success in your professional life. All your hard work and sacrifices paved the way to this success. You might have started small, humble and modest, but you will be getting a big share of the wealth pie.  Emotionally, you grew to be a stable, motivated, strong willed individual, who can make a difference not only in his life, but also in the life ot others.
acquaintance	Dreaming of an acquaintance indicates a reunion with someone you miss. You might like this person, or you might be wanting to recall the memories of previous experiences and the whole atmosphere, sensations and joys surrounding it.
acrobat	Dreaming of acrobats means thinking of a way to move around major obstacles put in your way. Confused and crushed by competing forces, you will find difficulties achieving your goals.
acting	Search for fame and celebrity. You feel the need to be well known, enjoy a sparkling life, victorious and free. Would you like to be able to play different roles, put up different masks, enjoy the thrill of every new situation? You might need to reflect on your own life and seek ways to make it more interesting and colourful.
acupuncture	Dreaming of acupunture means that you are seeking alternative ways to reach healing. It might also indicate the necessity to pinpoint the source of the illness of trouble in order ot treat it efficiently, treating the symptoms only might not be sufficient.
adam	Dreaming of Adam means that you have reached an important stage of your life that can make you or break you. Temptation is great, and the consequences greater. Chances of success are slim, failure is around the corner.
adder	Dreaming of an adder is a sign of trouble and deceit. You must be having an enemey threatening your happiness. It means that someone wants to harm you through actions, words or intentions. Sometimes the physical aspect of the adder (length, colour, thickness...) will give you clues about the person who wants to harm you
addiction	A dream about addiction means clearly a loss of control and weakness in front of great difficulty. It is not time to give up hope and lose confidence in yourself. Addiction to fear and low self esteem won't help solve the problem.
adding	Math problem solving including addition, reflects your ability to use your intellectual resources to find a way around a complicated situation. Making mistakes might indicate that you are rushing, taking shortcuts and not taking the time nor the suffcient resources to get to the roots of your problem.
admiration	People will react positively to your success, so dreaming of being admired means that your achievements will be encouraged and your team will be backing you up.
adoption	If you dream that you are adopting a child, then it means that you are assuming new responsibilities or new tasks. This could indicate that something is missing in your life and keeping you from being happy.  If you dream that you are adopted, then it means that the child within you needs to be released more often; shed some of your inhibitions and shyness.
adultery	Dreaming of committing adultery is an expression of repressed subconscious sexual desires considered indecent. It might be an indication that you need to express your impulses more often and let yourself enjoy your fantasies within the limits of your established relashionship with your partner. When dreaming of your partner committing adultery, it might indicate fears, self low esteem, and weaknesses in your relationship. Take some time, examine the reasons for your insecurity and try to trust in yourself and in your endless potential and richness as a human being.
advancement	Success in both your professional and private life is waiting for you if you dream of experiencing any kind of advancement. When you dream of others advancing and leaving you behind, it might reflect fears of being overtaken by the competition.
adventure	Love for adventure, need for more freedom and open spaces are the notions hidden behind a dream of being an adventurer. You might be wanting to look for new horizons but always keep in mind the consequences of your actions.
adversary	Dreaming that you are harassed by an adversary implies that you will be the subject of some kind of agression directed against you or against your interests. By confronting such adversary, you are showing your readiness to defend yourself and to protect what is your own. If you dream that you are winning the battle, it indicates that you are getting yourself out of harms way.
adversity	Dreaming of people close to you are in adversity, might indicate that they will be experiencing some degree of difficulty, misfortune and/or bad health in their lives.
advertising	Dreaming of advertising means that you will be seeking extra help to reach your objectives, and dreaming of reading advertisement, may convey a search for a better knowledge of your own self and for helpful hints that you might get by listening to your instincts.
advice	Dreaming your are looking forlegal advice, may indicate you will be getting in some kind of trouble with the legal system, or the system of values in place. If you dream you are getting some advice from someone, it means that you have a broad intellectual horizon, and that you are respectful of the social and moral values.
advocacy	If you dream you are backing someone or showing your advocacy to a cause it might be telling you that will be put in a situation where you will have to prove your loyalty and faithfulness.
affair	If you dream that your spouse is cheating on you but you have no reason to be suspicious, then you are advised to investigate your own insecurities first. You may be feeling depressed, unattractive, or ineffective, and may be wondering why your spouse sticks around.  Please note that dreaming of a husband's infidelity is common and normal during pregnancy and after childbirth, when a new mother may not be feeling sexually adequate. The dreams reflect concerns that a partner will look outside the relationship for fulfillment.  If you dream that you are cheating, then perhaps it is a feeling of being sexually unsatisfied, or unappreciated. Dreams of flirting and affairs can reflect needs for attention that are not being met at home. Is your partner working overtime? To make this dream go away, tell your lover what you really need.
affectionate	Dreaming of being affectionate indicates a need for tenderness, love and warmth. It also shows you are a content, loving person, able of great generosity.
affluence	Wealth, fortune and success are opening their arms to you if you dream of affluence.
afraid	To dream of being afraid is an expression of hidden anxiety and untamed fears. Left out of control, these would lead to failure at the private and professional levels. When you dream of others being afraid, it might indicate that you are unconsciously ignoring their calls for help, you might need to leave your own fears behind and lend a helping hand, because these frightened people are in no situation to offer any kind of support.
afternoon	Dreaming of an enjoyable, bright and warm afternoon means that you will be soon delighted with the presence of good faithful friends. On the other hand, a cold, dark, humid afternoon will be the bad omen of sadness and disappointment.
age	Dreaming of age may reflect a certain anxiety in the face of the unknown, a certain fear of aging and a denial of weakness. it might also indicate your are reflecting on your own achievements and failures. If you dream you are arguing about age with someone you know it might show some unstability and negativity in the relationship.
agony	Dreaming of agony is never pleasant and is synonymous with great pain and suffering. You might be experiencing difficult times, that might seem beyond human bearing, but time helps and relaxing before going to bed may put you in a better state of mind.
agreement	Reaching an agreement in a dream means you are working hard on finding a solution to a difficult situation.
agressive	If you dream of being agressive, it might be a way to express your need to be outspoken and break away from your passive attitude. Some sexual needs might be repressed and some problems and tensions need to be dealt with in your life.
agriculture	To dream that you are involved in any form of agriculture means you are trying to work out your problems in a very down to earth efficient way. Harvesting the seeds of your hard work, you will be satisfied with the results long awaited for.
ague	Dreaming of being afflicted with ague, might foretell of a severe physical illness.
aids	Dreaming of having AIDS may reflect a feeling of being threatened or attacked. It indicates that you are not finding the energy, nor the means to fight back very efficiently. When someone you know suffer from AIDS in your dreams, it might show that you are not relating in harmony to one another and that you stand helpless in this situation.
air conditioner	Air conditioning is related to comfort and freedom.  If you dream of a broken air conditioner, it might denote a lack of freedom and comfort.
air force	If you dream of being in the Air Force, it might imply that you are unconsciously seeking discipline both materially and spiritually. Strength and self respect will be felt.
air	Dreaming of inhaling unpleasant hot air might point to bad influences and bad forces at work against you, and cold air indicates some degree of failure professionally and emotionally.
airplane crash	When you dream of an airplane crashing it is most of the time synonymous with broken dreams and hopes. You may have set your goals too high to start with. You are in danger of losing control over the events and being helpless in the face of major changes.  When you are not a passenger on the airplane or if the airplane you see in your dreams crashed far away from you, it might indicate that you will be witnessing some major changes in your life. Tthis change can be positive, and it will take effect only in the distant future.
airplane	Dreaming of an airplane indicates of a search for freedom, adventure and advancement. You will be reaching higher levels of success, and sharper consciousnes. It might also fortell that you are about to escape from your daily routine and go in new directions. It might also indicate that it is time for you to go on a trip.
airport	When you dream of an airport, the meaning of such dream may vary according to whether it is an empty or busy airport. A busy airport is an indication of ambitious new beginnings. Som ideas may have been maturing in your mind, and now it is time for you to put them to use. New relationships, new dimensions, different horizons, maybe that trip you were dreaming of.  Dreaming of an empty airport might indicate some delays in your plans. It might be that you will have to change your travel plans, or you might see some old project you have beenworking on, delayed or postponed.
alabaster	The white intact alabaster has a very good meaning in a dream. It means romance, love and successful marriage.  Broken alabaster carries a negative image to it. It corresponds to a broken heart, deep sorrow and sometimes grief.
alarm bell	Hearing an alarm in your dream is a warning sign: something might be going wrong in your professional life or even emotionally. Are there tensions in your relationships, have you taken the right steps, could make any efforts to make the situation improve? Undoubtedly these difficulties will be causing much anxiety, and will require an immediat action.
albatross	Dreaming of an Albatross is most of the time a bad omen: it is synonymous with bad luck and difficult situations. If the albatross is far from you, it might just be a sign for you to be cautious, you might be vulnerable and it would be wise not to expose yourself for the time being.
albino	An Albino is a positive image, it is a symbol of tolerance, purity and eternity. Maybe it is sign that you are at a stage of your life where you need to incorporate these notions as part of your system of values. Chasing an Albino away from you, or resenting it might indicate that you are overly protective over a person close to you, but in fact, there are no reasonable reasons for you to be afraid for the well-being and happiness of that person.
album	When you dream you are going through the pictures in an album, it reflects your longing to past memories and experiences. Maybe you are missing someone or something in your life, but are you sure you are not remembering the positive aspects only, and forgetting the less positive ones?  If you dream of an album and you do not look through it, it means that you can count on your good friends, there are there for you.
alchemy	Alchemy is a sign of change, inner change. You might be going through a period of transformation, which will not be always easy, but the rewards will be greater than the pain.
alcohol	Dreaming of cosuming alcohol in great quantities, and losing control, may reflect a need for you to hide some negative feelings you have about yourself, or about someone else, if you see him/her getting drunk.  When you are dreaming of drinking to excess, maybe you are trying to escape reality, hide a feeling of guilt or regret.  It might also underline the need for you to let go of your inhibitions and just express yourself with no shame, as if you were a different person. If you are dreaming that you are feeling happy and still in control when consuming alcohol, it means that you will be soon hearing good news of success and achievement.
alien	Dreaming of being an Alien, shows that there is an aspect of your personality that nobody have discovered yet. Maybe you do not know it yourself, and you will be surprised by your own abilities. It also shows that you are a person with lots of imagination and creativity, you try to find innovative solutions to all kinds of worries. When you dream that you are surrounded by aliens is an indication that you might be finding some difficulties ajusting to a new environment, new people or a new job. By dreaming that you are being abducted by aliens, and if you find that experience to be exciting and positive, it means that you are trying ot escape the harsh reality by finding some "out of this world" solutions, to very down to earth problems. You are a very sensitive person, full of dreams and hopes, but life has not been always easy for you. If you feel frightened and threatened by aliens who have abducted you, it means that you feel greatly threatened to lose your familiar inner circle, your family, friends and home.
alimony	When you dream of paying alimony, it shows some hidden feelings of guilt and regret for some past actions and experiences. You might be put in a situation where you find yourself asked to justify something you did in the past and required to bear the conseqences of such actions.
allergies	If you dream you are suffering from some kind of allergies, it shows that you will be coming across some irritating problems that will put you in an unconfortable position and prevent you from achieving your goals.
allergy	If you dream you are suffering from some kind of allergies, it shows that you will be coming across some irritating problems that will put you in an unconfortable position and prevent you from achieving your goals.
alley	Dreaming of walking in an alley foretells that you will be walking into a dead end. Some of your efforts won't be fruitful as they should have been and you will see yourself faced with difficult choices and few, limited alternatives. Be careful of your relationships, you might fail to be appreciated , and your role might get undermined. Some bad rumors might awake your anger.
alligator	If you see an alligator in your dreams it means that you should be expecting some trouble: treachery, deceit and danger. When you dream that you tamed an alligator, it shows that you have acquired great influence and lots of power. Some cultures give the figure of the allligator some healing power.
alloy	Alloy of two metals in a dream herald many complications, specifically in the business field
almanac	Dreaming of an Almanac might warn you against the temptation of easy fortune and pleasures. What comes easily, goes easily too, so you might consider this dream as a possible warning.
almond	Dreaming of a healthy almond tree is a symbol of great happiness, love and successful marriage. Fresh, green almonds indicate good fortune, wealth and success in the financial field. But if you dream you are eating bitter almonds, some sorrow willcloud your skies, but for a short period of time onlly, and will be followed by a period of success in business.
alum	Eating or tasting alum is a message to your consciousness. You might be repressing feelings of guilt for a bad action undertaken against someone you know. In all cases, you regret your actions and hope fo forgiveness. Just seeing alum indicates some degree of failure in your personal plans.
alumunium	Dreaming of aluminium shows that you will be apreciating the value of what you have, no matter how small it is.
amber	When you dream of amber you put the stress on some well established old principles of yours. These might look outdated, but by looking to the past you are making briges for the future.
ambulance	Dreaming of ambulances should draw your attention to possible health problems, or at least the fear of having health complications. You may also be more careful in your conduct in order not to cause harm to yourself or those around you. When you dream of an ambulance transporting wounded people, it might reflect some emotional wounds you have been hiding deep inside of you, that you are now projecting onto others. If you know the wounded, it might indicate that they might be disturbing you in some manner and that you might want to distance yourself from them until you find out the source of your discomfort.
ambush	Dreaming of an ambush is a clear indication of danger. You might be unaware of some danger threatening your well being and unexpectedly standing in your way and impeding you from reaching your goals.
amethyst	Finding an amethyst is a good sign, but losing one is not. When you dream of finding an amethyst, you are finding yourself satisfied and comfortable in your love life, and professional life. When you dream of losing an amethyst, you are losing confidence in your relationship, and might be facing important problems in your love life.
ammonia	To dream of ammonia might indicate the coming to an end of a good friendship. This separation being the direct result of the behavior of that friend.
ammunition	Dreaming of ammunition shows your determination to use all means in your power to get to what you want. It might indicate the use of influence, power, or strength.
amorous	Dreaming of being amorous or dreaming of others beinf amorous, implies a certain desire for illicit pleasures. If these feelings are brought to the extremes, it might lead you to some trouble, even scandal. If expressed naturally and reasonably, it might bring you a sense of relief.
amputate	Dreaming of being amputated brings about unpleasant feelings of hopelessness and inertia. Unable to use hands and legs might give you the impression of passive resistance. You might be trying to deal with a big loss in your life, and you are now starting to realize the extent of the damage and you are trying to slowly wake up from the state of shock you have been living in.
amputation	Dreaming of being amputated brings about unpleasant feelings of hopelessness and inertia. Unable to use hands and legs might give you the impression of passive resistance. You might be trying to deal with a big loss in your life, and you are now starting to realize the extent of the damage and you are trying to slowly wake up from the state of shock you have been living in.
amusement park	Dreaming of an amusement park will show you that you might be missing some simple childhood pleasures, it is time for you to slow down, have some fun and enjoy life simply and beautifully. An empty amusement park, relates to your feeling of loneliness, it might be time for you to join the crowd and do not miss out on all the fun!
anaconda	Dreaming of ancondas means that you are armed with power,and creativity. It might also have a sexual meaning, it is a reminder for you to listen to your own body and its needs.
anal sex	Such a dream might put the light on some difficulties you might experience dealing with people with a overwhelmingly dominating attitude. You might react to such a situation by showing some submission at the beginning, but this is only temporary. It might also represent a wild side of your personality where you need to express your repressed sexual desires.
ancestor	Dreaming of your ancestors reflects a need to go back to your roots, hold on to your traditions and culture. It might also be a deep cry for help, and by dreaming of your ancestors you find an inner strength, a sense of security and belonging.
anchor	Seeing an anchor in your dream, can have a positive meaning, if it is coupled with a good feeling. It indicates that you reached stability in your life and that you are proud of your strong convictions. When you see an anchor in your dream and you feel bad about it, it means that some obstacles are hindering your progress, and you might find yourself stuck in a bad situation or relationship.
ancient	Dreaming of something ancient means that you give matters in life the respect it desereves, and that you are able to look positively at your past and use what you have learned to progress in society.
andiron	Andirons in a burning fireplace is a symbol of good friendship in your life, an empty fireplace would mean loss of material goods and in extreme cases, loss of lives.
androgynous	Bringing together opposing forces is what lies behind a dream of an androgynous figure. You might be facing a situation where you should be able to conciliate contradictions in your life.
anecdote	Hearing or telling anecdotes shows that to need to integrate some simple humour in your life. You will find yourself attracted to funny, pleasurable people, whose companuy will make you happy and light hearted.
anemone	Dreaming of anemones sends a strong message: you will be witnessing a major change in your life. Sometimes it means that you will be receiving news of death in yout community.
anesthesia	When you dream of anesthesia, you are trying to avoid dealing straightforwardly with your problems. But by ignoring them, you won't be helping yourself. You might be able to numb your feelings, but this can't last forever, and sooner or later you will have to face the consequences of choices you have made in the past.
angel	Dreaming of angels will have a profound impact on your life. Holy, pure, divine, they are trying to convey an important message to you: they might bring more spirituality, joy, and peace to your life, if you have a clear consciousness.  If it is not the case, they might remind you that it is time for you to think about your choices and actions, do you need to make things better?  Three angels have a great symbolic signigication, try to listen to their message, it must have a holy dimension to it.
anger	Dreaming of anger may be the only way for you to express your frustrations and negative feelings. It is very safe way for your mind to cope with stressful, unpleasant situations.  It might also be the rehearsal of some real anger you are experiencing in your life, and dreaming about it may reinforce the feeling or may show you that there are other ways to deal with the problem.
angling	It is positively a sign of wealth and good luck.
animal	Dreaming of animals is a indication that you should be listening more carefully to your instincts. Try to think of the characteristics and particularities of each animal: what do you think it refers to?  You may need to identify your instincts, as primitive as they can be, and try to find how they can help you in your life.  Each animal has also his own significance: an owl could indicate bad news, death or sickness, a friendly dog can represent a good friend, a snake can be a mean enemy, a bird will herald some good news, a horse means victory, an agressive threatening black dog can present itself as the guardian of the dead...Generally speaking, talking animals represent superior forms of intelligence and are spiritually more important.
animosity	When there is animosity towards you in a dream, it represents your feelings of being rejected and not being able to adapt and belong to a group. You might need to examine the real situation and find out the reasons for your discomfort.
ankle	Your ankles lead your feet to different directions, dreaming about it means that you are looking for new directions and different orientations.
annoyed	The feeling of being annoyed clearly indicates that something is bothering you in your life, but you can not put your finger on it. You might be having some unknown enemies who are trying to disrupt your life.
annulment	when you dream that you are getting an annulment it shows that you are unconsciously rejecting a feeling or a situation, and that you are in a state of denial.
anorexic	A dream of being anorexic is a search for perfection and for absolute control over your body and your life.  Trust in yourself and in what life has to offer, it might not always be perfect and nice, but it is worth the try and the experience. You have the right to be happy and to make mistakes too.
answering machine	Dreaming of an answering machine is an indication that you might be ingoring an important message that must get to you in a way or another. It can be a conscious choice you have made but it also can stem from difficulties you are having understanding a situation, a concept or recent changes. In all cases, maybe you should try to work on your listening and communication skills.
ant	Dreaming of ants is synonimous with hard work, strict discipline, team work and conformity. If you feel good about such a dream, it means that your efforts will be rewarded with success in business. But if your dream leave you with bad feelings, it migh indicate that you are fed up with the way things are functioning around you and that you are or will be experiencing lots of little annoyances.
anteater	An anteater is a warning to be cautious in your business dealings. It indicates that you might be exposed to new elements, people or events, that will threaten your business discipline and work ethic.
antelope	A healthy antelope is a symbol of financial success and great achievement. You will be required to show that you are able to spend great amounts of energy and deploy big efforts to reach your goals.  A falling antelope or a tired one, is a bad sign, it means that your behaviour is putting your relationship at great risk, be careful, if you don't do something about it, your might put yourself emotionally in big trouble.
antenna	The size and strength of the antenna you see in your dream is important to determine the meaning of it.  An antenna represents your communications kills, the bigger and stronger it is, the better communicator you are.  You might be feeling that you are not able to communicate efficiently with your collegues, friends or family members, and this is creating some frustration in your life.
antidote	Looking for an antidote in a dream means that you are actively looking for a solution to a problem that has been harassing your consciousness. This search for a cure, shows that you will be looking for some equilibrium in your life, and that you will be enjoying some peace of mind in the near future.
antique	Dreaming of antiques signifier that you are showing the need to think about your past, your well respected values and traditons. If feelings of happiness are stemming from such a dream, it means that you need to reinforce these values and long acquired notions in your present life. If this dream makes you nervous or sad, it means that you are trying to distance yourself from a bad experience you had in the past.
antlers	Antlers have masculine connotations: assertiveness, strength, agressivity and sexuality. It also means that you might be receiving a prize, rewards, or a trophy of some kind.
anvil	Dreaming of an anvil is the indication that you are in control of your life, and that you hold in your own hands, the key to your success or failures. Of course, this will require some hard work from your part.  A broken anvil means that you have shown misdjugment and did not take adantage of some good opportunities.
anxiety	When you dream of anxiety, it might be a reflection of a real anxiety in your own life. You might be conscious of your state or your suffering might be repressed in your inner self. In both cases, you should try to let go of the steam, to deal with your emotions, or it will lead you to commit mistakes in your love life and in your professional life. And it is certainly not the time to mix thes two together.
apartment	When you dream of an apartment, try to remember its caracteristics: the bigger and wealthier it is, the more financially and emotionally successful you will get. The smaller and darker it is, the more financially and emotionally deprived you will be.
ape	An Ape is a reference to your instincts and basic impulses. It can be of a sexual nature.  On a different level it might be linked to a disappointing, treachourous and tricky relationship.
apocalypse	Dreaming of the acopalypse may have a deep religious meaning for you. Listen to the message, does it correspond to a fact or a stage in your life? Maybe it is a wake up call for you. It might indicate that it is time for change,at a social and emotional level, and you might have already started this process of change without even noticing it.
apollo	Glory and light, Apollo represents the powerful sun. You might be seeing more clearly now, it will be easier for you to see solutions to your problems, and you might grow stronger with each new experience.
apology	Apologizing is a symbol of forgiveness, either you are asking for it or feeling the need to forgive someone who has been very close to you. It is time to face the truth, expose your feelings and forge true friendships.
apparition	An apparition is a highly spiritual symbol. It reflects religious beliefs and is of a great importance for your system of values. When the memory is vivid and you remember every detail of your dream, it means that you will experience a major change in the way you see life. Take action in the way it has been shown to you in your dream.
appearing	When unusual items appear and disappear, it reflects your superior creativity and intellect. Maybe you should have an innovative approach in probem solving, look at facts of life under a different angle, and you mind find an outing to the situation your are in right now.
applause	Dreaming of hearing applause reflects your need to be recognized for your own value. Maybe your progress and achievements are not being noticed and you need others to validate your success.  It can also mean that you will be soon meeting with success and that you will be receiving lots of praise for it.
apple tree	Dreaming of an apple tree is very positive, your are embracing life with all enthusiasm and passion.
apple	Apples are symbol of fertility, growth, love and prosperity. Eating an apple means you are enjoying life and will be tasting the fruit of success, in your love life or even at your workplace.  There is also the biblical reference, Adam eating the apple, which deals with the sexual dimension: forbidden love, repressed desires, sweet temptations.
apprentice	If you dream that you are an apprentice, it means that your road to success will be full of challenges and hard work, but you will be satisfied with the outcome.
apricot	Seeing an apricot in your dream means that you have to prepare yourself for receiving bad news of deceipt, misfortune and sorrow.You might be in a difficult situation and not seeing the end of it.
april	The month of April is a promise of good times and financial success.
apron	Dreaming of wearing an apron indicates that you will be soon starting to work on a project you have been preparing for secretly for the longest time.
aquarium	When you dream of an aquarium it means that it is time for you to stop a little bit, relax, and take time for yourself.  It might be necessary for you to regenerate and deal with your feelings.  An aquarium indicates also a promise of gains, the conditions are set for some kind of material or emotional enrichment.
aqueduct	An aqueduct relates to your spirituality, it might show you the path you should be following in order to reach self fullfilment.
arcade	You are trying to escape the problems you are facing in your life, and trying to lose yourself in a fun and pleasurable environment.  Dreaming of being at an arcade might also indicate that some exterior forces are distracting you from your main goal, and that you can't see the whole picture yet, due to so many confusing ideas and events at work.
arch	Walking under an arch in a dream means that you will be discovering new dimensions and taking new directions in life. Keep your eyes open, it might be time for you to take undvantage of some importatn opportunities.
archaeology	You are digging in your past and in your consciousness, and what you will find will please you.
archbishop	Dreaming of an archibishop will indicate that you are in search for credible sources, and strong references.  It might also show you that you won't reach your goals easily, but you will have to go through whatever life has in store for you, with trust, confidence and hope.
archery	You are well organized, you have set your objectives and the means to achieve it. It seems that you are on the good tracks.
architect	When you dream of architects or being an architect, it indicates that you might be asked to put your creativity in action in your professional field.
argument	When you dream that you are arguing with someone, it reflects the growing tensions in your relationship with that person. You might be expressing a need to exteriorate your frustration with that individual. Sometimes such dreams can be of a prophetic nature, and might warn you against some arguments you might be having with the person you saw in your dream.
ark	Highly mystic and of a sacred nature, it might refer to something or someone you need to protect and cherish deeply.
arm	Spreading your arm towards people, could show your generous and caring nature. Your left side being associated to feminine qualities,like nurturing and support, and your right arm being more daring and outgoing and reflecting masculine characteristics.  Showing your arms agressivly means that you feel the need to protect your interests and show more assertiveness.  When you dream that you have lost your arms, it reflects your feeling of failure, inability to take care of yourself and of others.
armadillo	If you dream of an armadillo, it might signifie that you are isolating yourself and making it very hard for others to reach you. It might also mean that you need to be a little be more agressive and independent.
armageddon	You might be experiencing extreme stress and lots of tensions in your life. It might be afraid of death or of profound change. It can also be of prophetic nature, and is closely related to your religious beliefs.
armor	When you dream that you are wearing an armour, it means that you are looking for ways to defend yourself when you feel threatened. It also means that you might be feeling some animosity towards you and you might come under attack, but you will be ready for the hostilities.
armpit	Dreaming of an armpit means that you are thinking of the traits of your personality that you should be exposing to others in order or be able to establish good relationships.
army	Dreaming of an army can have two opposite meanings: if you are part of an army, you are feeling strong, protected and superior. But if you are seeing a foreign army and you do not join it, it means that you feel surrounded by hostile presence and you can't measure up to it. You need to have more trust in yourself and in your resources.
aroma	When you dream of a pleasurable aroma, you are recalling joyous memories and pleasant experiences. You might be hearing some good news that will fill your heart with happiness.
assassin	If you are attacked by an assassin then you will not experience the realization of your goals. To see someone else who has been killed, with the assassin still there, and blood spattered, is an indication of very bad luck.
attack	Always be careful for a period of time (several weeks) after such a dream because it is a warning. If the attacker in your dream is an animal, watch out for that type of a animal, but also notice how some people act like animals. If you dream that you have attacked someone, that is also a warning that your ill mood or temper fits may cause you to harm another and bring chaos down on your head. If you are attacked by someone you know you may have to withstand an attack on your character and defend your honor, so to speak. If you are attacked by an animal be very careful of walking the dark streets or putting your self in the places where you could possibly be attacked by a mugger, etc.. If you dream that you repel your attacker then you will meet with success in your current endeavor, and if you kill an attacking animal then will your life will be saved by a stranger.
attic	The attic, being an upper room, shows you have lofty aspirations that you will have much difficulty with, but will win out to your goals after an extended period of time. If the attic is well appointed, and brightly lit, then you will have luck with either love or matrimony. The attic can also represent the mind, and if the attic is chaotic this will be a sign telling you to organize your thoughts for better living.
aurora borealis	If you dream of seeing the northern lights and experience a feeling of love and warmth you are probably having a spiritual experience and you should examine all the other symbols found in the dream, no matter how small they are. Usually this feeling of peace and love is an indication that your spiritual state is doing well, but if you are frightened or sad it may be an indication for you to come back into the light of God's love and care.
automobile	Vehicles that you ride in usually reflect two things; the direction you are heading in life, and your body. (the thing you travel or "ride" through life in) This might vary if you are a mechanic or designer of vehicles. Unusually over exposure to a specific vehicle type may easily change the meaning. The condition of the vehicle might give you an idea of your health. Driving an old beat up car down a muddy road on a stormy night would be considered a pretty bad dream! However flying a Lear jet through blue skies with a song in your heart and the wind at your tail would be a rather good dream. :)
autopsy	Strangely enough to view an autopsy with no other point of reference (like your own definition, or dream context) is actually a good omen and usually points to new and interesting experiences that are down the road for you, most commonly in a sexual sense.
avalanche	To watch in avalanche in a dream is to see obstacles coming and have no way to avoid those obstacles. An avalanche is usually a warning, and can be avoided in real life if one is careful and changes a plan or a detail or two. Since an avalanche is very dramatic, it is likely that the dreamer will know exactly what the symbol represents, and other symbols within the dream will likely point to the best course of action. In a prophetic dream if you are buried under an avalanche oddly enough is considered a good sign and you will likely receive a spectacular stroke of good luck! If you dream of others being buried under this avalanche then a change of surrounding is likely to occur.
axe	If you are chopping wood in your dream with a sharp axe you will meet a new companion but if the axe is dull, you will not be able to depend on this person. It is also a sign to go slow in any business dealings you may be involved in as you could get a nasty cut from an adverse turn of events.
baboon	Dreaming of a baboon in your dream, suggests that you need to be more expressive in your feelings. You need to be more direct in telling others how you feel. On the hand, it could be saying that you are expressing yourself in an inappropriate manner.
baby carriage	Dreaming of a baby carriage indicates that you will soon be pleasantly surprised by a good friend.
baby shower	Dreaming of a baby shower, suggests that you are welcoming a new start. You are given a chance to start over again and do things differently this time around. You have a new found faith in life itself.
